province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Chau Doc,37,26,17,SE,0.3,55,34,1014,2016-03-25
Chau Doc,35,27,11,SE,9.5,65,32,1011,2017-03-25
Chau Doc,35,26,11,SE,0.5,56,32,1012,2018-03-25
Chau Doc,36,27,17,ESE,1.2,57,32,1011,2019-03-25
Chau Doc,37,25,10,SE,0.2,61,58,1008,2020-03-25
Chau Doc,36,27,10,E,3.1,58,62,1009,2021-03-25
Chau Doc,35,27,7,SSW,5.0,72,31,1010,2009-03-24
Chau Doc,39,27,8,SSW,0.0,55,29,1008,2010-03-24
Chau Doc,30,25,10,NE,0.2,80,49,1009,2011-03-24
Chau Doc,34,27,7,SSE,28.2,70,33,1011,2012-03-24
Chau Doc,38,28,10,SSW,0.4,59,40,1008,2013-03-24
Chau Doc,26,26,11,ESE,0.7,74,60,1012,2014-03-24
Chau Doc,35,26,14,ESE,1.1,56,27,1011,2015-03-24
Chau Doc,39,27,13,SSE,0.0,54,28,1011,2016-03-24
Chau Doc,36,26,11,SE,0.0,63,35,1011,2017-03-24
Chau Doc,36,25,9,E,0.0,52,13,1011,2018-03-24
Chau Doc,36,27,13,SE,4.2,60,37,1010,2019-03-24
Chau Doc,36,24,13,SSE,0.0,61,15,1009,2020-03-24
Chau Doc,35,28,12,E,0.2,53,46,1009,2021-03-24
Chau Doc,33,26,8,S,5.2,72,20,1011,2009-03-26
Chau Doc,34,27,8,SE,23.9,69,62,1011,2010-03-26
Chau Doc,34,23,13,NE,0.7,67,62,1010,2011-03-26
Chau Doc,35,27,12,NE,0.0,56,30,1011,2012-03-26
Chau Doc,36,28,11,SSW,14.2,63,34,1007,2013-03-26
Chau Doc,34,25,10,ESE,1.7,63,61,1011,2014-03-26
Chau Doc,37,27,13,E,1.4,53,17,1013,2015-03-26
Chau Doc,36,26,14,ESE,2.0,55,35,1014,2016-03-26
Chau Doc,36,26,9,ESE,1.5,63,35,1011,2017-03-26
Chau Doc,35,26,7,SE,0.3,58,22,1012,2018-03-26
Chau Doc,35,27,16,ESE,0.1,56,36,1012,2019-03-26
Chau Doc,37,24,12,SSE,0.0,61,32,1009,2020-03-26
Chau Doc,36,26,11,ESE,6.3,61,54,1008,2021-03-26
Chau Doc,35,26,5,SSE,4.1,66,38,1011,2009-03-28
Chau Doc,31,26,6,WSW,5.4,77,42,1010,2009-03-29
Chau Doc,38,26,7,ESE,15.5,65,53,1011,2010-03-29
Chau Doc,33,22,16,NNE,1.7,61,40,1010,2011-03-29
Chau Doc,36,26,5,S,0.1,57,40,1011,2010-03-28
Chau Doc,33,23,12,NNE,2.8,62,58,1010,2011-03-28
Chau Doc,36,26,11,NE,0.0,50,12,1011,2012-03-28
Chau Doc,37,28,10,SSE,0.7,60,34,1008,2013-03-28
Chau Doc,35,27,10,SSE,10.5,62,40,1009,2014-03-28
Chau Doc,37,27,14,ESE,0.1,52,19,1011,2015-03-28
Chau Doc,37,26,15,ESE,0.0,49,20,1014,2016-03-28
Chau Doc,35,27,7,SE,0.9,58,49,1012,2017-03-28
Chau Doc,34,26,13,SSE,0.6,60,39,1010,2018-03-28
Chau Doc,37,27,11,SSE,0.3,58,26,1011,2019-03-28
Chau Doc,38,27,12,S,1.4,60,44,1009,2020-03-28
Chau Doc,36,27,12,SE,0.0,61,57,1007,2021-03-28
Chau Doc,37,28,6,SSW,0.0,51,16,1010,2012-03-29
Chau Doc,37,28,10,S,0.4,55,28,1008,2013-03-29
Chau Doc,36,27,9,SSE,6.4,62,37,1009,2014-03-29
Chau Doc,37,27,13,SE,5.4,56,38,1011,2015-03-29
Chau Doc,38,26,15,ESE,0.0,52,20,1013,2016-03-29
Chau Doc,35,26,9,SE,8.4,65,46,1012,2017-03-29
Chau Doc,34,25,11,S,1.2,60,39,1010,2018-03-29
Chau Doc,37,28,11,SSW,0.3,56,27,1010,2019-03-29
Chau Doc,38,26,12,SSE,6.8,58,62,1009,2020-03-29
Chau Doc,39,27,13,S,0.0,56,18,1006,2021-03-29
Chau Doc,31,26,5,ESE,32.8,81,57,1009,2009-03-31
Chau Doc,33,26,9,S,16.7,76,56,1012,2010-03-31
Chau Doc,36,23,13,NE,0.6,55,42,1009,2011-03-31
Chau Doc,35,28,8,ESE,31.5,64,46,1009,2012-03-31
Chau Doc,37,29,9,SSE,4.9,59,31,1008,2013-03-31
Chau Doc,37,27,10,S,0.6,61,24,1008,2014-03-31
Chau Doc,36,27,11,SE,0.1,57,38,1010,2015-03-31
Chau Doc,36,26,14,SE,0.0,55,26,1012,2016-03-31
Chau Doc,34,26,10,SSE,7.9,67,48,1011,2017-03-31
Chau Doc,32,25,10,SSE,13.1,69,44,1010,2018-03-31
Chau Doc,37,28,11,SSE,3.3,56,36,1011,2019-03-31
Chau Doc,38,27,10,S,0.1,58,44,1010,2020-03-31
Chau Doc,37,28,16,SSW,0.0,53,14,1005,2021-03-31
Chau Doc,35,26,8,S,0.3,64,27,1011,2009-03-27
Chau Doc,33,27,7,S,1.1,62,43,1011,2010-03-27
Chau Doc,31,23,13,NE,0.5,69,69,1010,2011-03-27
Chau Doc,36,26,14,NE,0.7,53,21,1011,2012-03-27
Chau Doc,36,28,8,SSW,8.0,63,40,1008,2013-03-27
Chau Doc,39,27,10,SSE,1.9,57,52,1009,2014-03-27
Chau Doc,37,28,15,ESE,0.8,52,27,1013,2015-03-27
Chau Doc,36,27,17,ESE,0.1,51,52,1014,2016-03-27
Chau Doc,36,26,9,E,1.4,58,30,1012,2017-03-27
Chau Doc,35,26,10,S,0.7,55,32,1011,2018-03-27
Chau Doc,37,27,15,SE,0.0,52,26,1012,2019-03-27
Chau Doc,40,26,10,SSE,0.0,58,22,1009,2020-03-27
Chau Doc,37,27,14,SE,0.4,57,40,1007,2021-03-27
Chau Doc,33,25,7,NE,20.2,79,46,1009,2009-04-01
Chau Doc,32,27,7,SSE,6.9,77,45,1011,2010-04-01
Chau Doc,37,25,6,S,4.5,57,30,1008,2011-04-01
Chau Doc,31,25,19,ENE,6.5,66,46,1010,2012-04-01
Chau Doc,36,28,10,SE,13.3,61,55,1009,2013-04-01
Chau Doc,36,28,9,SSW,9.7,64,31,1007,2014-04-01
Chau Doc,37,28,12,SSE,1.0,57,37,1009,2015-04-01
Chau Doc,37,26,13,SSE,0.0,58,37,1011,2016-04-01
Chau Doc,32,26,12,ENE,30.0,75,62,1011,2017-04-01
Chau Doc,32,25,9,SE,2.3,65,31,1010,2018-04-01
Chau Doc,35,28,11,SE,7.2,58,47,1011,2019-04-01
Chau Doc,37,26,12,SE,0.2,58,32,1009,2020-04-01
Chau Doc,37,28,17,SSW,0.0,53,23,1005,2021-04-01
Chau Doc,28,25,6,NNE,24.6,90,60,1009,2009-04-02
Chau Doc,34,26,7,SSE,14.2,74,44,1011,2010-04-02
Chau Doc,36,26,7,WSW,30.8,75,51,1009,2011-04-02
Chau Doc,34,25,11,ESE,0.9,63,59,1011,2012-04-02
Chau Doc,37,27,9,SE,8.5,63,46,1009,2013-04-02
Chau Doc,37,28,8,S,0.0,59,22,1007,2014-04-02
Chau Doc,37,28,14,SSW,2.5,58,32,1008,2015-04-02
Chau Doc,37,26,16,SSE,0.0,55,21,1011,2016-04-02
Chau Doc,31,25,9,SE,13.8,77,56,1012,2017-04-02
Chau Doc,34,24,8,SSE,0.6,61,27,1010,2018-04-02
Chau Doc,38,26,14,ESE,0.9,50,7,1011,2019-04-02
Chau Doc,37,26,12,SE,0.1,58,42,1009,2020-04-02
Chau Doc,37,28,16,SW,0.8,58,39,1006,2021-04-02
Chau Doc,35,25,7,SSE,5.5,68,38,1009,2009-03-30
Chau Doc,34,26,8,SSE,11.5,69,42,1011,2010-03-30
Chau Doc,33,22,15,ESE,1.0,59,47,1010,2011-03-30
Chau Doc,38,28,7,WSW,1.1,53,15,1008,2012-03-30
Chau Doc,38,28,9,SSE,0.6,56,35,1008,2013-03-30
Chau Doc,37,28,10,SSE,11.7,62,23,1008,2014-03-30
Chau Doc,37,27,11,ESE,0.4,56,39,1010,2015-03-30
Chau Doc,37,26,16,SE,0.0,51,11,1013,2016-03-30
Chau Doc,35,27,9,ESE,1.1,63,39,1012,2017-03-30
Chau Doc,33,26,9,SSE,7.1,66,45,1010,2018-03-30
Chau Doc,38,28,11,S,0.1,57,27,1009,2019-03-30
Chau Doc,37,25,10,SSE,0.1,57,29,1009,2020-03-30
Chau Doc,36,27,16,SSW,0.1,61,34,1005,2021-03-30
Chau Doc,33,27,6,ESE,24.7,80,48,1010,2009-04-05
Chau Doc,34,27,5,SSE,0.2,65,52,1010,2010-04-05
Chau Doc,35,25,8,S,4.6,71,40,1010,2011-04-05
Chau Doc,35,26,8,SSE,1.1,68,19,1011,2012-04-05
Chau Doc,36,28,14,SSW,1.3,67,31,1006,2013-04-05
Chau Doc,36,27,8,SSE,31.2,65,43,1011,2014-04-05
Chau Doc,36,28,12,S,5.7,58,38,1008,2015-04-05
Chau Doc,37,28,11,S,0.3,54,25,1010,2016-04-05
Chau Doc,34,25,14,ESE,15.8,70,42,1010,2017-04-05
Chau Doc,33,25,13,SE,0.0,62,31,1009,2018-04-05
Chau Doc,33,27,10,SSE,4.6,64,50,1011,2019-04-05
Chau Doc,40,25,14,SE,0.0,54,21,1010,2020-04-05
Chau Doc,34,27,12,SE,0.7,61,39,1009,2021-04-05
Chau Doc,33,26,6,E,11.3,80,37,1010,2009-04-04
Chau Doc,36,26,8,SSE,0.1,63,40,1011,2010-04-04
Chau Doc,33,26,7,S,2.0,75,41,1010,2011-04-04
Chau Doc,34,26,11,SE,38.3,74,26,1012,2012-04-04
Chau Doc,36,29,11,SSW,14.7,67,34,1006,2013-04-04
Chau Doc,37,28,8,SSE,11.9,62,37,1010,2014-04-04
Chau Doc,36,28,14,S,11.8,59,41,1007,2015-04-04
Chau Doc,38,27,13,SSE,0.0,54,22,1010,2016-04-04
Chau Doc,33,25,10,ENE,9.6,70,42,1011,2017-04-04
Chau Doc,33,25,11,SE,0.0,61,44,1009,2018-04-04
Chau Doc,33,28,9,SE,55.2,69,51,1012,2019-04-04
Chau Doc,39,27,12,SSE,0.0,52,41,1010,2020-04-04
Chau Doc,36,27,14,SSE,2.5,61,46,1007,2021-04-04
Chau Doc,29,25,6,E,73.5,91,61,1009,2009-04-06
Chau Doc,36,27,9,S,0.0,64,33,1010,2010-04-06
Chau Doc,37,25,7,SSW,3.7,68,21,1011,2011-04-06
Chau Doc,35,26,11,SE,2.0,65,30,1011,2012-04-06
Chau Doc,38,28,16,SW,0.0,63,9,1005,2013-04-06
Chau Doc,34,27,7,SSE,18.9,65,54,1012,2014-04-06
Chau Doc,37,28,10,S,5.8,57,27,1008,2015-04-06
Chau Doc,37,28,12,S,2.2,56,28,1010,2016-04-06
Chau Doc,34,26,13,ESE,21.0,70,38,1009,2017-04-06
Chau Doc,34,26,11,SE,0.3,59,37,1009,2018-04-06
Chau Doc,34,27,11,SE,0.0,61,42,1011,2019-04-06
Chau Doc,37,27,11,SSE,0.2,58,48,1010,2020-04-06
Chau Doc,38,27,13,SE,0.0,50,20,1009,2021-04-06
Chau Doc,30,25,6,ENE,15.6,87,70,1009,2009-04-07
Chau Doc,35,28,7,SSE,0.5,58,33,1011,2010-04-07
Chau Doc,37,24,8,S,3.5,68,32,1010,2011-04-07
Chau Doc,35,26,10,SE,0.6,62,18,1010,2012-04-07
Chau Doc,38,29,10,SSW,8.1,63,28,1005,2013-04-07
Chau Doc,34,27,8,S,22.0,68,44,1011,2014-04-07
Chau Doc,37,28,13,SE,0.0,49,17,1009,2015-04-07
Chau Doc,39,28,13,SSE,0.0,51,15,1010,2016-04-07
Chau Doc,35,26,13,SE,32.3,72,29,1009,2017-04-07
Chau Doc,34,26,13,E,2.2,56,50,1011,2018-04-07
Chau Doc,34,27,11,SSE,0.9,61,51,1011,2019-04-07
Chau Doc,38,26,12,S,1.6,58,54,1009,2020-04-07
Chau Doc,35,28,10,SSW,0.4,56,34,1010,2021-04-07
Chau Doc,33,25,10,ESE,8.6,79,50,1009,2009-04-09
Chau Doc,39,27,8,S,0.0,54,18,1010,2010-04-09
Chau Doc,36,25,7,SE,0.6,63,33,1011,2011-04-09
Chau Doc,36,26,10,ESE,2.0,62,39,1010,2012-04-09
Chau Doc,37,28,9,SE,14.7,66,25,1008,2013-04-09
Chau Doc,36,26,7,S,5.0,66,39,1010,2014-04-09
Chau Doc,37,28,13,SE,0.0,52,30,1010,2015-04-09
Chau Doc,39,28,14,S,0.0,53,28,1010,2016-04-09
Chau Doc,35,26,11,SSE,2.7,70,31,1009,2017-04-09
Chau Doc,36,26,9,E,0.0,48,15,1011,2018-04-09
Chau Doc,37,28,11,SSE,0.3,56,19,1009,2019-04-09
Chau Doc,33,26,8,S,64.4,71,76,1011,2020-04-09
Chau Doc,33,27,9,SSE,6.5,66,67,1008,2021-04-09
Chau Doc,31,27,5,SE,24.4,83,41,1009,2009-04-11
Chau Doc,39,28,10,SSW,0.0,52,16,1008,2010-04-11
Chau Doc,37,25,7,SSE,1.0,61,25,1010,2011-04-11
Chau Doc,34,27,9,SSE,27.2,68,38,1009,2012-04-11
Chau Doc,32,28,7,SE,26.8,74,56,1008,2013-04-11
Chau Doc,35,27,7,S,22.5,69,38,1010,2014-04-11
Chau Doc,36,28,14,SE,10.6,57,47,1011,2015-04-11
Chau Doc,38,29,19,SW,0.0,55,13,1008,2016-04-11
Chau Doc,35,27,9,SSW,0.0,70,29,1008,2017-04-11
Chau Doc,36,27,12,SE,0.0,60,53,1009,2018-04-11
Chau Doc,37,29,12,SSW,0.0,56,34,1008,2019-04-11
Chau Doc,34,27,11,SE,2.2,63,57,1011,2020-04-11
Chau Doc,35,27,14,ESE,2.1,59,55,1011,2021-04-11
Chau Doc,33,26,5,S,14.4,82,32,1009,2009-04-12
Chau Doc,36,28,11,S,0.0,56,27,1008,2010-04-12
Chau Doc,34,26,9,SE,2.9,64,33,1010,2011-04-12
Chau Doc,34,27,7,SE,37.4,73,39,1008,2012-04-12
Chau Doc,34,27,9,ENE,7.1,68,50,1009,2013-04-12
Chau Doc,34,27,9,S,27.2,70,31,1009,2014-04-12
Chau Doc,34,28,8,SE,17.5,61,42,1012,2015-04-12
Chau Doc,38,29,20,SW,0.0,58,5,1007,2016-04-12
Chau Doc,36,28,10,SSW,0.1,66,20,1008,2017-04-12
Chau Doc,37,28,11,SSE,0.0,58,35,1008,2018-04-12
Chau Doc,35,29,12,SSW,15.4,62,41,1008,2019-04-12
Chau Doc,36,27,12,SE,8.6,61,58,1010,2020-04-12
Chau Doc,33,27,11,SSE,0.4,63,53,1011,2021-04-12
Chau Doc,31,26,6,SSE,26.3,86,44,1007,2009-04-13
Chau Doc,35,28,7,SSW,0.1,66,36,1009,2010-04-13
Chau Doc,35,24,7,SE,0.0,62,33,1011,2011-04-13
Chau Doc,34,26,10,SE,15.0,74,30,1008,2012-04-13
Chau Doc,34,27,11,ENE,3.0,62,50,1010,2013-04-13
Chau Doc,34,27,8,S,15.9,69,28,1009,2014-04-13
Chau Doc,28,27,8,ESE,12.2,71,49,1013,2015-04-13
Chau Doc,34,27,9,SSE,2.2,66,64,1009,2016-04-13
Chau Doc,36,28,9,SSE,4.7,61,27,1011,2017-04-13
Chau Doc,39,28,10,SE,0.0,54,22,1009,2018-04-13
Chau Doc,37,29,12,S,4.4,60,32,1009,2019-04-13
Chau Doc,28,20,9,SSE,29.8,78,71,1011,2020-04-13
Chau Doc,34,27,10,SSE,0.8,62,57,1011,2021-04-13
Chau Doc,31,25,7,ENE,18.5,85,43,1010,2009-04-03
Chau Doc,36,27,8,SSE,5.7,68,51,1011,2010-04-03
Chau Doc,34,26,6,W,5.0,77,66,1009,2011-04-03
Chau Doc,33,26,11,SE,56.0,74,55,1012,2012-04-03
Chau Doc,35,28,9,S,13.8,67,41,1007,2013-04-03
Chau Doc,37,28,9,S,2.1,58,42,1009,2014-04-03
Chau Doc,37,28,15,SW,0.1,59,27,1007,2015-04-03
Chau Doc,36,27,13,SSE,0.0,56,30,1011,2016-04-03
Chau Doc,32,24,8,SE,25.1,75,67,1012,2017-04-03
Chau Doc,33,25,12,S,0.1,63,45,1010,2018-04-03
Chau Doc,35,27,9,SE,11.5,61,40,1012,2019-04-03
Chau Doc,40,25,14,SE,0.0,54,24,1010,2020-04-03
Chau Doc,37,29,9,SSE,2.6,62,54,1006,2021-04-03
Chau Doc,32,25,9,ESE,9.2,80,42,1009,2009-04-08
Chau Doc,36,29,8,S,0.0,55,33,1011,2010-04-08
Chau Doc,36,25,7,SSE,2.9,65,38,1011,2011-04-08
Chau Doc,35,26,8,ESE,1.6,64,35,1010,2012-04-08
Chau Doc,35,28,11,SE,18.2,67,25,1007,2013-04-08
Chau Doc,33,27,8,SSW,4.3,70,50,1011,2014-04-08
Chau Doc,39,27,18,SE,0.0,47,14,1010,2015-04-08
Chau Doc,37,28,13,S,0.0,54,31,1010,2016-04-08
Chau Doc,35,26,12,SE,23.4,71,42,1009,2017-04-08
Chau Doc,33,26,13,NE,0.1,51,51,1011,2018-04-08
Chau Doc,35,27,10,SE,0.5,60,37,1010,2019-04-08
Chau Doc,35,26,12,SE,15.1,62,61,1010,2020-04-08
Chau Doc,34,27,8,SSW,7.8,61,64,1008,2021-04-08
Chau Doc,31,26,6,SSW,19.9,86,46,1007,2009-04-14
Chau Doc,39,28,9,SSE,0.0,58,27,1009,2010-04-14
Chau Doc,37,24,8,SSE,0.0,59,21,1009,2011-04-14
Chau Doc,33,27,10,SE,5.2,74,45,1009,2012-04-14
Chau Doc,36,27,9,ESE,2.6,59,36,1009,2013-04-14
Chau Doc,35,27,8,S,14.3,67,32,1010,2014-04-14
Chau Doc,35,26,9,SSE,2.0,65,59,1009,2015-04-14
Chau Doc,35,26,9,SSE,2.0,65,60,1009,2016-04-14
Chau Doc,37,27,13,SE,0.5,55,21,1010,2017-04-14
Chau Doc,36,29,10,SSE,0.0,57,43,1008,2018-04-14
Chau Doc,39,29,12,S,0.2,53,15,1010,2019-04-14
Chau Doc,32,23,6,ENE,12.4,73,73,1011,2020-04-14
Chau Doc,34,28,11,S,0.7,64,48,1010,2021-04-14
Chau Doc,32,26,7,ESE,14.2,80,38,1008,2009-04-10
Chau Doc,39,28,9,SSW,0.0,53,26,1008,2010-04-10
Chau Doc,36,25,7,SE,0.4,59,39,1012,2011-04-10
Chau Doc,36,27,8,SE,9.3,63,44,1010,2012-04-10
Chau Doc,34,28,12,ESE,5.9,65,55,1008,2013-04-10
Chau Doc,34,28,9,S,15.1,68,32,1010,2014-04-10
Chau Doc,37,28,13,SE,0.1,53,24,1010,2015-04-10
Chau Doc,38,29,16,SSW,0.1,56,17,1010,2016-04-10
Chau Doc,35,27,10,S,2.9,71,46,1008,2017-04-10
Chau Doc,35,27,12,SE,0.0,53,43,1010,2018-04-10
Chau Doc,38,29,10,S,0.3,53,21,1009,2019-04-10
Chau Doc,34,27,12,ESE,14.1,65,70,1012,2020-04-10
Chau Doc,34,27,11,SE,2.6,63,69,1010,2021-04-10
Chau Doc,32,26,5,SSW,14.7,83,27,1009,2009-04-15
Chau Doc,40,28,6,SSE,1.1,59,30,1010,2010-04-15
Chau Doc,35,25,9,SSE,5.4,69,33,1009,2011-04-15
Chau Doc,34,26,9,SSE,7.4,73,26,1008,2012-04-15
Chau Doc,35,27,11,SSE,2.0,63,32,1008,2013-04-15
Chau Doc,35,28,7,S,9.3,65,26,1010,2014-04-15
Chau Doc,34,26,8,SSE,3.2,68,61,1009,2015-04-15
Chau Doc,34,26,8,SSE,3.2,68,63,1009,2016-04-15
Chau Doc,37,27,11,SSE,0.0,56,18,1010,2017-04-15
Chau Doc,37,29,10,SSE,0.5,57,31,1008,2018-04-15
Chau Doc,39,30,12,S,0.0,50,16,1010,2019-04-15
Chau Doc,34,27,12,SE,14.7,69,64,1011,2020-04-15
Chau Doc,33,28,11,SSW,0.3,64,40,1009,2021-04-15
Chau Doc,32,26,8,SW,3.9,83,22,1008,2009-04-16
Chau Doc,34,28,7,SSE,25.5,71,55,1011,2010-04-16
Chau Doc,36,25,10,SSE,0.2,69,45,1009,2011-04-16
Chau Doc,35,27,8,SSE,14.6,71,22,1008,2012-04-16
Chau Doc,36,28,9,SSE,0.0,61,31,1007,2013-04-16
Chau Doc,35,28,8,S,1.1,63,26,1009,2014-04-16
Chau Doc,35,27,10,SSE,0.9,58,66,1011,2015-04-16
Chau Doc,34,26,9,S,2.3,67,65,1009,2016-04-16
Chau Doc,37,27,11,SSE,0.0,57,20,1010,2017-04-16
Chau Doc,36,28,13,SE,0.4,55,33,1009,2018-04-16
Chau Doc,38,30,13,S,1.5,53,39,1009,2019-04-16
Chau Doc,32,24,9,S,25.5,77,66,1010,2020-04-16
Chau Doc,34,28,11,SSW,1.0,63,51,1009,2021-04-16
Chau Doc,33,27,12,WSW,12.0,78,15,1008,2009-04-18
Chau Doc,33,27,6,SSE,20.6,78,27,1011,2010-04-18
Chau Doc,36,26,12,SW,0.4,68,14,1008,2011-04-18
Chau Doc,35,27,9,S,1.3,69,27,1007,2012-04-18
Chau Doc,36,28,14,SW,0.1,63,39,1006,2013-04-18
Chau Doc,35,27,7,S,5.5,67,33,1009,2014-04-18
Chau Doc,36,28,12,S,0.0,55,24,1009,2015-04-18
Chau Doc,34,27,10,SSW,2.1,68,55,1008,2016-04-18
Chau Doc,36,29,13,SW,1.8,61,22,1009,2017-04-18
Chau Doc,36,28,8,SW,1.7,54,48,1010,2018-04-18
Chau Doc,34,29,7,SSW,16.4,65,62,1009,2019-04-18
Chau Doc,36,27,9,SE,0.7,63,30,1011,2020-04-18
Chau Doc,35,27,13,SSW,1.1,62,44,1010,2021-04-18
Chau Doc,35,26,14,WSW,2.1,75,23,1006,2009-04-20
Chau Doc,33,27,5,ESE,26.2,83,41,1009,2010-04-20
Chau Doc,33,25,9,SE,22.4,76,33,1009,2011-04-20
Chau Doc,36,28,11,SSW,0.6,67,22,1008,2012-04-20
Chau Doc,36,28,12,SSW,0.0,62,19,1008,2013-04-20
Chau Doc,36,28,10,S,0.0,59,25,1008,2014-04-20
Chau Doc,37,29,18,SW,0.0,57,16,1009,2015-04-20
Chau Doc,35,27,11,S,1.4,66,57,1008,2016-04-20
Chau Doc,38,28,14,SSW,0.0,55,9,1009,2017-04-20
Chau Doc,34,27,11,SE,0.5,59,55,1009,2018-04-20
Chau Doc,35,30,14,SW,7.5,65,32,1006,2019-04-20
Chau Doc,37,28,9,SSE,0.0,59,25,1010,2020-04-20
Chau Doc,34,28,14,WSW,1.2,63,57,1009,2021-04-20
Chau Doc,32,27,9,WSW,14.6,82,32,1006,2009-04-21
Chau Doc,35,27,4,SSE,7.9,77,34,1009,2010-04-21
Chau Doc,34,25,10,SE,18.3,77,42,1010,2011-04-21
Chau Doc,35,28,13,SW,4.4,69,21,1008,2012-04-21
Chau Doc,36,28,9,S,1.7,60,34,1009,2013-04-21
Chau Doc,37,29,8,SSW,15.0,62,36,1009,2014-04-21
Chau Doc,39,29,12,SW,1.7,53,16,1008,2015-04-21
Chau Doc,38,29,14,SSE,0.3,55,51,1009,2016-04-21
Chau Doc,38,29,16,SW,0.0,57,9,1009,2017-04-21
Chau Doc,34,27,10,SSE,0.1,61,50,1009,2018-04-21
Chau Doc,37,29,13,S,0.3,61,33,1006,2019-04-21
Chau Doc,38,28,12,SSE,0.0,58,19,1009,2020-04-21
Chau Doc,34,28,12,SSW,0.2,63,40,1008,2021-04-21
Chau Doc,32,26,10,WSW,18.2,83,20,1007,2009-04-22
Chau Doc,32,27,6,S,15.8,82,25,1010,2010-04-22
Chau Doc,35,24,6,SSE,1.9,72,36,1009,2011-04-22
Chau Doc,35,28,10,SSW,13.6,70,28,1007,2012-04-22
Chau Doc,38,28,8,SE,15.7,59,39,1009,2013-04-22
Chau Doc,37,28,6,S,17.8,64,35,1010,2014-04-22
Chau Doc,38,30,14,S,10.4,57,19,1009,2015-04-22
Chau Doc,40,29,14,S,0.0,51,21,1009,2016-04-22
Chau Doc,39,29,14,SW,6.3,60,15,1009,2017-04-22
Chau Doc,36,27,10,SSE,0.5,57,33,1008,2018-04-22
Chau Doc,39,29,13,SSE,0.0,53,16,1007,2019-04-22
Chau Doc,37,29,10,SSE,0.0,58,29,1009,2020-04-22
Chau Doc,33,28,15,SW,3.6,66,47,1008,2021-04-22
Chau Doc,31,26,12,WSW,14.8,84,31,1008,2009-04-23
Chau Doc,36,27,5,SE,14.1,77,31,1011,2010-04-23
Chau Doc,33,25,7,SE,4.4,74,38,1008,2011-04-23
Chau Doc,35,27,10,S,1.1,68,20,1008,2012-04-23
Chau Doc,32,27,9,ESE,8.0,71,40,1010,2013-04-23
Chau Doc,36,28,7,S,3.0,63,36,1009,2014-04-23
Chau Doc,37,28,12,E,16.6,56,25,1011,2015-04-23
Chau Doc,39,29,16,SSW,0.0,50,20,1008,2016-04-23
Chau Doc,37,29,13,SW,22.3,65,24,1009,2017-04-23
Chau Doc,35,29,8,SSW,5.1,60,42,1008,2018-04-23
Chau Doc,37,29,8,E,0.1,55,35,1008,2019-04-23
Chau Doc,35,28,11,ESE,2.1,64,57,1009,2020-04-23
Chau Doc,34,28,15,SW,11.1,68,62,1007,2021-04-23
Chau Doc,33,27,13,WSW,16.7,80,25,1008,2009-04-19
Chau Doc,33,27,6,S,26.7,80,47,1010,2010-04-19
Chau Doc,34,26,5,SSW,17.3,73,30,1008,2011-04-19
Chau Doc,35,28,9,S,0.2,66,20,1007,2012-04-19
Chau Doc,36,28,12,SW,1.0,63,27,1006,2013-04-19
Chau Doc,36,28,9,SSW,0.4,62,26,1009,2014-04-19
Chau Doc,37,29,15,SSW,0.0,54,17,1009,2015-04-19
Chau Doc,34,27,10,SSW,3.1,67,57,1008,2016-04-19
Chau Doc,36,28,14,SW,0.2,58,19,1009,2017-04-19
Chau Doc,35,28,9,SSE,8.1,59,60,1009,2018-04-19
Chau Doc,35,29,12,SSW,3.4,66,43,1008,2019-04-19
Chau Doc,35,27,9,ESE,0.0,61,38,1010,2020-04-19
Chau Doc,34,27,16,SW,5.0,64,71,1009,2021-04-19
Chau Doc,34,27,11,SW,0.0,77,12,1007,2009-04-17
Chau Doc,32,26,7,SSE,38.6,80,48,1012,2010-04-17
Chau Doc,36,26,9,SSW,2.0,71,33,1009,2011-04-17
Chau Doc,34,27,8,S,10.5,73,32,1007,2012-04-17
Chau Doc,36,28,15,SSW,10.2,63,34,1006,2013-04-17
Chau Doc,35,28,8,S,4.7,64,31,1008,2014-04-17
Chau Doc,35,28,13,SSE,0.1,55,44,1010,2015-04-17
Chau Doc,34,27,10,S,2.4,68,59,1009,2016-04-17
Chau Doc,37,27,10,S,0.0,59,26,1010,2017-04-17
Chau Doc,35,28,8,SSE,0.8,57,58,1011,2018-04-17
Chau Doc,35,30,9,S,13.6,61,54,1010,2019-04-17
Chau Doc,33,26,10,SE,12.5,71,77,1010,2020-04-17
Chau Doc,32,27,11,SSW,3.6,65,65,1011,2021-04-17
Chau Doc,31,26,9,SSW,23.6,87,40,1008,2009-04-25
Chau Doc,33,27,8,ESE,0.5,69,17,1011,2010-04-25
Chau Doc,33,25,6,SE,1.9,75,45,1008,2011-04-25
Chau Doc,35,28,14,SW,1.0,69,27,1008,2012-04-25
Chau Doc,35,27,10,SSE,3.3,69,25,1010,2013-04-25
Chau Doc,37,29,9,S,0.2,60,20,1009,2014-04-25
Chau Doc,35,28,10,ESE,12.1,58,47,1010,2015-04-25
Chau Doc,39,29,15,SSW,0.0,53,35,1008,2016-04-25
Chau Doc,34,28,10,S,10.9,70,37,1010,2017-04-25
Chau Doc,35,29,9,SSW,0.1,58,37,1008,2018-04-25
Chau Doc,36,29,10,SSE,0.5,59,42,1008,2019-04-25
